--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF1 

SP-4            1 D4h   Square                                             
T-4             2 Td    Tetrahedron                                        
SS-4            3 C2v   Seesaw                                             
vTBPY-4         4 C3v   Vacant trigonal bipyramid                          

Structure [ML4 ]         SP-4          T-4         SS-4      vTBPY-4
 0              ,      20.656,       8.565,       1.328,       5.976
 500            ,      20.002,      10.564,       0.566,       8.624
 1000           ,      20.450,       8.984,       0.443,       7.130
 1500           ,      16.553,      13.354,       0.959,       9.677
 2000           ,      21.596,       8.623,       0.458,       6.046
 2500           ,      22.949,       9.010,       1.231,       6.188
 3000           ,      18.954,       7.971,       0.647,       6.228
 3500           ,      17.335,      10.557,       0.340,       7.947
 4000           ,      16.525,      12.311,       0.788,       9.102
 4500           ,      21.568,       8.596,       1.079,       6.233
 5000           ,      20.741,       9.153,       1.168,       7.383
 5500           ,      16.690,      11.256,       0.416,       9.101
 6000           ,      21.607,       8.671,       0.660,       6.573
 6500           ,      17.865,       8.684,       0.876,       6.921
 7000           ,      21.777,       8.540,       0.892,       6.479
 7500           ,      20.468,       9.042,       0.852,       6.442
 8000           ,      22.269,       8.500,       1.241,       6.619
 8500           ,      26.354,       8.514,       1.803,       5.835
 9000           ,      22.448,       8.406,       1.193,       6.883
 9500           ,      21.698,       9.334,       0.748,       5.904
 10000          ,      21.222,       8.195,       0.953,       5.809
 10500          ,      20.870,       8.578,       0.548,       6.105
 11000          ,      22.977,       8.446,       1.032,       5.230
 11500          ,      19.357,       9.901,       0.516,       6.906
 12000          ,      18.559,       9.707,       0.255,       7.822
 12500          ,      19.016,       8.794,       0.752,       6.309
 13000          ,      20.130,       8.845,       0.514,       6.199
 13500          ,      20.353,       9.565,       0.616,       7.916
 14000          ,      20.500,       8.779,       1.090,       5.652
 14500          ,      24.184,      10.148,       1.166,       7.137
 15000          ,      19.564,      10.271,       0.702,       7.580
 15500          ,      20.828,      10.324,       0.712,       7.635
 16000          ,      19.063,      10.172,       0.569,       7.086
 16500          ,      18.165,      10.628,       0.576,       8.107
 17000          ,      22.716,      10.635,       1.270,       6.507
 17500          ,      17.231,      10.608,       0.442,       8.903
 18000          ,      17.776,      11.534,       0.737,       8.243
 18500          ,      19.332,      10.345,       0.466,       8.339
 19000          ,      15.004,      12.145,       0.822,       9.394
 19500          ,      22.174,       9.542,       1.400,       5.692
 20000          ,      21.375,       8.085,       0.889,       5.579
 20500          ,      20.518,      11.531,       0.673,       7.898
 21000          ,      17.484,       9.933,       0.365,       8.009
 21500          ,      20.588,       7.655,       0.760,       5.208
 22000          ,      19.925,       8.807,       0.591,       6.796
 22500          ,      17.455,       9.615,       0.990,       6.396
 23000          ,      18.552,       9.685,       0.608,       6.888
 23500          ,      24.208,       7.719,       0.847,       5.780
 24000          ,      20.270,      11.202,       0.889,       7.975
 24500          ,      13.561,      12.979,       1.202,      10.466
 25000          ,      17.500,      12.030,       0.544,       9.184
 25500          ,      18.096,       9.742,       0.405,       7.597
 26000          ,      14.733,      12.516,       1.115,       9.100
 26500          ,      19.567,      11.568,       0.723,       9.347
 27000          ,      17.987,      10.494,       0.493,       8.025
 27500          ,      21.611,       8.246,       1.044,       6.213
 28000          ,      17.828,       9.468,       0.268,       7.320
 28500          ,      17.607,       9.789,       0.273,       8.315
 29000          ,      25.039,       8.252,       1.915,       5.234
 29500          ,      17.187,       9.470,       0.244,       8.400
 30000          ,      15.227,      13.991,       1.053,      10.630
 30500          ,      16.581,       9.960,       0.478,       7.549
 31000          ,      19.845,       9.876,       0.460,       7.211
 31500          ,      20.851,       9.103,       0.415,       6.908
 32000          ,      18.722,      10.622,       0.508,       8.742
 32500          ,      18.548,      12.674,       0.855,       8.921
 33000          ,      17.878,      10.580,       0.522,       7.365
 33500          ,      15.669,      10.449,       0.506,       9.439
 34000          ,      22.030,       7.785,       0.941,       5.843
 34500          ,      20.490,      11.342,       0.780,       8.720
 35000          ,      17.559,      11.053,       0.421,       9.392
 35500          ,      18.703,      10.545,       0.806,       7.382
 36000          ,      18.495,      11.666,       0.756,       9.390
 36500          ,      15.409,      11.651,       0.649,       9.344
 37000          ,      19.619,       9.288,       0.697,       6.384
 37500          ,      21.971,       8.231,       0.648,       5.956
 38000          ,      18.786,       8.630,       0.815,       5.831
 38500          ,      20.696,       9.095,       0.533,       6.278
 39000          ,      22.356,       8.790,       0.502,       6.452
 39500          ,      14.981,      12.491,       0.814,      10.021
 40000          ,      18.226,      10.173,       0.681,       7.461
 40500          ,      20.182,       8.944,       0.584,       7.096
 41000          ,      19.378,      11.198,       0.568,       7.585
 41500          ,      19.824,       9.755,       0.582,       7.227
 42000          ,      17.289,      10.686,       0.478,       8.258
 42500          ,      17.490,      11.317,       0.769,       8.894
 43000          ,      20.106,      10.846,       0.805,       6.999
 43500          ,      17.813,       9.473,       0.614,       7.117
 44000          ,      16.575,      10.850,       0.722,       7.969
 44500          ,      18.622,       9.613,       0.224,       7.459
 45000          ,      17.241,      10.562,       0.478,       8.768
 45500          ,      19.363,       9.818,       0.513,       8.277
 46000          ,      19.325,       8.725,       0.622,       6.531
 46500          ,      20.747,       8.969,       1.335,       5.953
 47000          ,      18.569,      10.554,       0.566,       8.883
 47500          ,      14.515,      10.315,       0.714,       8.680
 48000          ,      18.878,      11.610,       0.699,       8.453
 48500          ,      18.548,      10.462,       0.503,       7.779
 49000          ,      19.637,      10.560,       0.600,       8.162
 49500          ,      19.920,      10.244,       0.834,       6.592
 50000          ,      19.913,       9.513,       0.611,       6.244
 50500          ,      17.451,       9.094,       0.417,       7.431
 51000          ,      18.669,      10.137,       0.729,       7.356
 51500          ,      19.050,      11.367,       0.784,       8.005
 52000          ,      19.565,      12.571,       1.203,       7.743
 52500          ,      18.839,       9.925,       0.638,       7.238
 53000          ,      19.138,      10.121,       0.431,       7.202
 53500          ,      20.199,       9.056,       1.233,       5.780
 54000          ,      20.261,      10.920,       0.342,       7.628
 54500          ,      17.924,       9.560,       0.345,       7.675
 55000          ,      17.734,      10.602,       0.881,       7.206
 55500          ,      18.886,      11.620,       0.668,       8.608
 56000          ,      21.103,       8.625,       0.808,       5.729
 56500          ,      19.602,       8.468,       0.516,       7.119
 57000          ,      15.431,      11.730,       0.738,       9.663
 57500          ,      18.399,      12.341,       1.142,       8.701
 58000          ,      19.290,       9.311,       0.503,       6.882
 58500          ,      18.998,      11.460,       0.952,       7.317
 59000          ,      19.076,      10.072,       0.372,       7.479
 59500          ,      16.698,       9.789,       0.749,       7.468
 60000          ,      20.045,       8.066,       0.535,       6.979
 60500          ,      17.566,      10.620,       0.397,       7.898
 61000          ,      18.197,      10.645,       0.298,       8.246
 61500          ,      18.849,       9.634,       0.374,       7.492
 62000          ,      19.964,       8.344,       0.668,       5.717
 62500          ,      18.965,       8.865,       0.628,       6.416
 63000          ,      19.393,       9.399,       0.703,       7.423
 63500          ,      15.572,      12.241,       0.527,      10.433
 64000          ,      20.397,       8.524,       0.974,       5.495
 64500          ,      14.327,      12.876,       1.158,      10.029
 65000          ,      17.028,      13.340,       0.832,      10.109
 65500          ,      15.621,      10.072,       0.727,       8.049
 66000          ,      18.646,      10.991,       0.527,       7.403
 66500          ,      20.301,      10.966,       0.896,       7.309
 67000          ,      16.863,      10.202,       0.507,       8.187
 67500          ,      18.710,      10.383,       0.630,       7.333
 68000          ,      19.234,      10.699,       0.752,       7.215
 68500          ,      22.172,       9.662,       0.835,       6.217
 69000          ,      18.743,       9.645,       0.909,       6.635
 69500          ,      17.804,       8.999,       0.623,       6.626
 70000          ,      18.134,      10.750,       0.646,       7.545
 70500          ,      19.758,       8.152,       1.132,       5.980
 71000          ,      20.359,      10.201,       0.637,       7.743
 71500          ,      17.330,      10.655,       0.464,       8.304
 72000          ,      18.663,      11.771,       1.546,       8.226
 72500          ,      22.276,       9.299,       1.144,       7.002
 73000          ,      16.773,      10.754,       1.063,       7.503
 73500          ,      21.344,       9.985,       0.729,       7.226
 74000          ,      19.181,      10.615,       0.916,       6.710
 74500          ,      19.485,      10.053,       0.504,       7.221
 75000          ,      17.988,      10.087,       1.093,       6.673
 75500          ,      19.350,       8.617,       0.581,       6.714
 76000          ,      18.859,       9.494,       0.385,       7.547
 76500          ,      22.122,       9.415,       0.724,       6.745
 77000          ,      20.352,      11.124,       1.201,       7.608
 77500          ,      26.030,       7.813,       1.379,       5.198
 78000          ,      22.245,       8.861,       1.140,       5.554
 78500          ,      23.490,       6.592,       1.469,       5.092
 79000          ,      23.399,       7.371,       1.137,       5.446
 79500          ,      24.487,       6.792,       0.877,       4.854
 80000          ,      20.928,       9.499,       0.639,       6.373
 80500          ,      21.384,       9.926,       0.893,       7.164
 81000          ,      20.074,      11.599,       1.079,       7.263
 81500          ,      15.490,      12.745,       0.960,       9.613
 82000          ,      22.664,       8.558,       1.245,       5.501
 82500          ,      21.727,       7.559,       0.726,       5.834
 83000          ,      21.408,       8.090,       0.754,       5.414
 83500          ,      19.938,      10.294,       0.284,       8.041
 84000          ,      18.704,      11.086,       0.432,       7.861
 84500          ,      18.744,      11.831,       0.964,       7.881
 85000          ,      20.270,       9.875,       1.084,       6.276
 85500          ,      18.953,      11.138,       0.872,       7.288
 86000          ,      19.053,      10.747,       0.498,       7.253
 86500          ,      20.939,      10.971,       0.811,       7.763
 87000          ,      21.182,       9.142,       0.892,       7.314
 87500          ,      20.322,       8.836,       0.535,       7.469
 88000          ,      17.711,      10.062,       0.860,       8.605
 88500          ,      21.950,       9.975,       0.647,       7.820
 89000          ,      19.590,       9.330,       0.589,       6.593
 89500          ,      22.004,      10.092,       0.440,       7.024
 90000          ,      20.580,      10.754,       0.425,       8.295
 90500          ,      18.144,      10.453,       0.858,       8.126
 91000          ,      19.584,      10.057,       0.507,       7.506
 91500          ,      21.677,       7.933,       0.958,       5.329
 92000          ,      19.309,      10.060,       0.297,       7.810
 92500          ,      15.123,      11.998,       0.746,       9.635
 93000          ,      22.669,       9.356,       1.134,       7.164
 93500          ,      20.097,       8.536,       0.274,       6.291
 94000          ,      21.687,       8.720,       0.401,       6.958
 94500          ,      18.611,       9.238,       0.199,       7.546
 95000          ,      21.095,      10.190,       0.992,       6.230
 95500          ,      18.594,       9.852,       0.520,       7.348
 96000          ,      20.786,       9.851,       0.632,       6.860
 96500          ,      17.761,      10.072,       0.700,       8.576
 97000          ,      20.708,       8.379,       0.416,       6.887
 97500          ,      17.983,      10.310,       0.792,       8.378
 98000          ,      19.987,       9.073,       0.871,       6.321
 98500          ,      18.006,      10.238,       0.676,       7.793
 99000          ,      21.574,       8.829,       0.872,       5.455
 99500          ,      19.946,       8.867,       1.153,       5.279
 100000         ,      19.806,      10.415,       0.806,       7.422
 100500         ,      18.842,      11.103,       0.557,       8.107
 101000         ,      21.578,      10.321,       0.732,       7.385
 101500         ,      20.442,       9.308,       1.170,       5.604
 102000         ,      18.775,       9.820,       0.494,       7.736
 102500         ,      19.317,      11.097,       0.700,       9.095
 103000         ,      17.948,      10.427,       0.783,       7.061
 103500         ,      19.140,       8.783,       0.493,       6.803
 104000         ,      15.834,      10.182,       0.460,       9.095
 104500         ,      20.004,       9.019,       0.670,       6.443
 105000         ,      20.007,       8.647,       0.349,       6.111
 105500         ,      21.867,       7.845,       0.663,       6.205
 106000         ,      19.431,      10.358,       0.390,       7.967
 106500         ,      16.715,      11.648,       0.485,       9.530
 107000         ,      18.705,       8.980,       0.769,       6.719
 107500         ,      18.232,      11.667,       0.615,       8.883
 108000         ,      15.969,      11.797,       0.567,       9.479
 108500         ,      23.070,       8.147,       1.100,       4.899
 109000         ,      24.429,       6.868,       1.442,       4.487
 109500         ,      22.109,      10.308,       0.898,       7.986
 110000         ,      22.488,       8.807,       0.633,       6.627
 110500         ,      17.415,      11.668,       0.798,       9.142
 111000         ,      21.398,      11.444,       1.510,       6.620
 111500         ,      19.116,      11.839,       0.745,       8.010
 112000         ,      17.450,      11.522,       0.816,       8.826
 112500         ,      19.311,      10.263,       0.313,       7.903
 113000         ,      19.577,       8.767,       1.007,       5.381
 113500         ,      17.572,      10.774,       0.438,       8.301
 114000         ,      20.668,      10.317,       0.790,       6.311
 114500         ,      18.171,      10.782,       0.684,       7.363
 115000         ,      20.016,      11.605,       1.084,       7.492
 115500         ,      24.600,       6.848,       1.229,       5.633
 116000         ,      19.269,       8.849,       0.407,       6.990
 116500         ,      24.827,       8.486,       0.801,       6.404
 117000         ,      19.767,      10.691,       0.645,       8.442
 117500         ,      18.197,       9.442,       0.443,       6.967
 118000         ,      19.025,      10.614,       0.984,       7.910
 118500         ,      18.440,      11.245,       0.287,       8.936
 119000         ,      17.392,       9.250,       0.607,       7.385
 119500         ,      17.941,      12.022,       1.009,       8.320
 120000         ,      18.300,      10.129,       0.542,       7.228
 120500         ,      15.776,      13.723,       1.027,      10.049
 121000         ,      21.343,       8.469,       0.906,       5.933
 121500         ,      17.828,      11.088,       0.932,       7.873
 122000         ,      19.022,      10.333,       0.405,       8.612
 122500         ,      23.861,       7.921,       1.040,       5.192
 123000         ,      18.743,       9.656,       0.692,       6.938
 123500         ,      15.143,      11.741,       0.881,       8.628
 124000         ,      15.576,      10.792,       0.565,       8.290
 124500         ,      21.718,       9.574,       0.563,       6.975
 125000         ,      21.814,      10.652,       1.248,       7.272
 125500         ,      21.494,       9.946,       0.785,       6.601
 126000         ,      19.622,       9.743,       0.418,       7.536
 126500         ,      21.138,      11.701,       1.670,       6.333
 127000         ,      19.394,       7.747,       0.680,       6.826
 127500         ,      18.178,       8.332,       0.659,       7.462
 128000         ,      17.267,       8.840,       0.617,       7.896
 128500         ,      19.394,       9.426,       0.624,       6.649
