--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF1 

HP-6            1 D6h   Hexagon                                            
PPY-6           2 C5v   Pentagonal pyramid                                 
OC-6            3 Oh    Octahedron                                         
TPR-6           4 D3h   Trigonal prism                                     
JPPY-6          5 C5v   Johnson pentagonal pyramid J2                      

Structure [ML6 ]         HP-6        PPY-6         OC-6        TPR-6       JPPY-6
 0              ,      32.539,      26.913,       2.187,      14.917,      29.580
 500            ,      32.851,      27.357,       1.308,      15.228,      30.399
 1000           ,      32.866,      27.492,       1.198,      15.413,      30.712
 1500           ,      32.119,      25.400,       1.205,      12.466,      29.883
 2000           ,      31.445,      27.776,       1.475,      15.391,      30.139
 2500           ,      30.880,      28.131,       1.593,      16.387,      29.645
 3000           ,      32.008,      27.583,       1.176,      15.253,      30.991
 3500           ,      31.441,      26.813,       1.376,      15.931,      29.477
 4000           ,      32.927,      28.895,       1.170,      16.463,      31.576
 4500           ,      30.736,      27.522,       1.515,      15.680,      29.952
 5000           ,      31.998,      26.576,       1.469,      15.063,      31.119
 5500           ,      32.194,      24.898,       1.929,      13.658,      28.210
 6000           ,      32.581,      28.345,       1.184,      15.575,      31.128
 6500           ,      31.904,      26.298,       1.263,      15.292,      29.220
 7000           ,      31.431,      26.634,       1.826,      14.589,      28.601
 7500           ,      33.001,      26.606,       1.026,      14.331,      30.495
 8000           ,      33.843,      26.875,       1.926,      15.336,      31.409
 8500           ,      31.832,      27.777,       1.173,      15.763,      29.867
 9000           ,      31.992,      26.308,       1.632,      15.056,      28.345
 9500           ,      32.007,      27.410,       1.315,      13.557,      30.177
 10000          ,      31.389,      26.827,       1.676,      15.479,      29.574
 10500          ,      31.623,      26.268,       1.793,      15.145,      30.998
 11000          ,      30.792,      27.520,       1.364,      16.092,      30.802
 11500          ,      33.608,      26.786,       1.844,      15.607,      30.138
 12000          ,      30.875,      25.313,       1.604,      14.178,      28.627
 12500          ,      33.173,      27.211,       1.660,      15.642,      30.649
 13000          ,      30.493,      26.707,       1.905,      15.143,      28.594
 13500          ,      32.125,      28.626,       0.979,      16.457,      31.511
 14000          ,      31.936,      25.910,       1.524,      12.996,      30.325
 14500          ,      32.863,      28.219,       0.989,      15.938,      31.781
 15000          ,      33.711,      26.912,       1.230,      15.542,      30.166
 15500          ,      32.191,      27.332,       1.576,      15.255,      29.580
 16000          ,      31.973,      24.534,       1.351,      13.570,      28.996
 16500          ,      32.628,      26.083,       1.920,      13.700,      27.871
 17000          ,      33.539,      28.121,       2.214,      16.866,      31.702
 17500          ,      33.007,      28.198,       1.072,      16.058,      30.539
 18000          ,      31.402,      27.069,       1.513,      16.210,      31.151
 18500          ,      31.835,      27.783,       0.863,      16.284,      30.995
 19000          ,      31.610,      27.079,       1.340,      14.974,      30.184
 19500          ,      32.439,      26.085,       1.741,      14.789,      30.268
 20000          ,      31.919,      26.447,       1.253,      15.382,      30.335
 20500          ,      33.131,      27.743,       1.166,      14.569,      30.166
 21000          ,      32.242,      27.331,       1.322,      14.313,      30.663
 21500          ,      32.541,      27.616,       0.967,      16.378,      31.964
 22000          ,      31.198,      26.349,       1.266,      14.566,      29.308
 22500          ,      31.007,      27.378,       1.277,      14.763,      29.908
 23000          ,      33.493,      27.209,       1.851,      14.488,      29.509
 23500          ,      31.400,      23.827,       1.592,      13.149,      26.024
 24000          ,      31.243,      27.798,       1.354,      15.368,      31.151
 24500          ,      32.842,      25.838,       1.741,      14.740,      28.980
 25000          ,      30.345,      27.207,       1.698,      15.618,      29.533
 25500          ,      31.780,      26.789,       1.524,      15.998,      29.396
 26000          ,      31.625,      27.016,       1.143,      15.707,      30.207
 26500          ,      32.739,      28.084,       1.924,      16.549,      31.218
 27000          ,      32.402,      25.831,       1.575,      14.855,      28.920
 27500          ,      31.653,      28.161,       1.735,      15.614,      31.169
 28000          ,      31.747,      28.197,       0.985,      14.682,      30.540
 28500          ,      32.656,      27.341,       1.291,      15.866,      30.760
 29000          ,      31.237,      25.272,       2.218,      13.465,      28.382
 29500          ,      31.075,      26.470,       1.194,      16.187,      28.828
 30000          ,      31.753,      23.795,       1.916,      11.272,      28.468
 30500          ,      31.185,      25.919,       3.034,      12.624,      27.737
 31000          ,      31.914,      27.726,       1.050,      15.825,      30.901
 31500          ,      31.953,      27.851,       1.038,      14.827,      31.078
 32000          ,      33.540,      28.855,       1.280,      16.890,      32.033
 32500          ,      32.220,      24.015,       2.159,      15.394,      26.707
 33000          ,      32.142,      26.426,       1.998,      15.409,      28.406
 33500          ,      32.280,      26.203,       1.537,      15.889,      29.406
 34000          ,      31.299,      26.986,       0.907,      15.133,      30.136
 34500          ,      31.227,      28.283,       1.160,      16.100,      30.237
 35000          ,      31.328,      26.946,       1.267,      15.662,      29.373
 35500          ,      31.454,      27.322,       1.099,      15.982,      30.853
 36000          ,      30.351,      25.310,       1.428,      13.801,      28.344
 36500          ,      32.156,      28.292,       0.729,      15.920,      32.260
 37000          ,      32.500,      27.155,       1.608,      14.590,      30.542
 37500          ,      33.043,      26.238,       1.265,      14.825,      30.168
 38000          ,      32.261,      27.964,       1.001,      14.875,      30.944
 38500          ,      32.448,      27.704,       1.290,      15.593,      31.098
 39000          ,      32.177,      27.213,       1.813,      13.799,      28.918
 39500          ,      33.396,      26.730,       1.089,      14.049,      29.919
 40000          ,      29.421,      26.891,       1.551,      16.930,      29.450
 40500          ,      32.386,      26.360,       1.010,      14.134,      29.595
 41000          ,      32.293,      26.710,       1.251,      15.663,      30.022
 41500          ,      33.006,      28.435,       1.055,      15.974,      30.709
 42000          ,      31.784,      25.875,       1.684,      14.348,      29.416
 42500          ,      32.333,      25.644,       1.680,      14.978,      29.193
 43000          ,      32.054,      28.593,       1.212,      15.714,      31.354
 43500          ,      30.595,      26.352,       1.438,      14.266,      29.296
 44000          ,      31.423,      26.567,       1.416,      15.176,      30.170
 44500          ,      31.643,      27.846,       1.573,      16.319,      30.845
 45000          ,      33.929,      23.909,       2.181,      12.656,      26.696
 45500          ,      32.856,      25.426,       1.974,      14.651,      27.591
 46000          ,      33.506,      27.014,       1.539,      14.869,      29.638
 46500          ,      31.720,      26.021,       1.669,      14.100,      28.139
 47000          ,      32.815,      26.681,       1.605,      14.949,      30.494
 47500          ,      31.886,      26.265,       1.548,      14.020,      28.844
 48000          ,      31.244,      26.982,       1.948,      14.493,      29.233
 48500          ,      33.026,      25.480,       1.375,      15.220,      29.422
 49000          ,      33.327,      27.138,       1.478,      14.874,      30.599
 49500          ,      31.484,      25.583,       1.241,      14.857,      29.598
 50000          ,      32.960,      25.676,       1.505,      13.621,      28.347
 50500          ,      30.095,      26.508,       1.876,      16.009,      28.235
 51000          ,      31.078,      28.324,       1.567,      16.481,      30.955
 51500          ,      32.332,      28.468,       1.171,      15.555,      31.393
 52000          ,      33.315,      27.486,       1.397,      14.807,      29.831
 52500          ,      32.368,      24.735,       1.626,      12.847,      27.643
 53000          ,      32.883,      26.071,       1.625,      13.418,      28.887
 53500          ,      31.878,      27.567,       0.691,      15.864,      30.927
 54000          ,      30.880,      27.692,       1.819,      15.881,      29.989
 54500          ,      32.160,      28.035,       1.356,      16.179,      30.455
 55000          ,      31.809,      26.613,       1.029,      16.051,      29.979
 55500          ,      32.463,      26.967,       1.503,      15.843,      30.739
 56000          ,      31.197,      27.596,       1.119,      16.690,      30.430
 56500          ,      33.217,      26.042,       1.378,      13.158,      30.479
 57000          ,      32.889,      25.793,       2.404,      13.694,      27.659
 57500          ,      32.110,      27.976,       1.365,      15.140,      30.102
 58000          ,      33.384,      27.317,       1.502,      14.545,      30.231
 58500          ,      33.075,      25.867,       1.408,      12.412,      29.116
 59000          ,      31.734,      24.730,       1.736,      11.953,      28.481
 59500          ,      31.938,      27.863,       0.993,      15.980,      30.847
 60000          ,      32.372,      28.311,       1.096,      15.538,      31.768
 60500          ,      32.835,      26.287,       1.488,      13.750,      29.306
 61000          ,      32.039,      26.793,       1.415,      16.533,      30.207
 61500          ,      31.681,      27.913,       1.831,      16.147,      30.585
 62000          ,      33.272,      28.654,       1.697,      16.577,      31.303
 62500          ,      32.042,      25.605,       2.220,      13.506,      29.023
 63000          ,      32.797,      27.942,       1.211,      15.849,      31.698
 63500          ,      32.169,      26.180,       1.291,      13.040,      29.474
 64000          ,      33.747,      28.477,       1.264,      16.326,      32.662
 64500          ,      32.177,      25.782,       1.892,      11.791,      29.141
 65000          ,      28.925,      27.362,       1.675,      15.367,      29.884
 65500          ,      32.341,      28.937,       1.146,      16.309,      31.972
 66000          ,      33.260,      25.959,       2.060,      13.895,      28.826
 66500          ,      31.891,      27.159,       1.238,      14.277,      29.830
 67000          ,      31.584,      26.948,       2.190,      15.389,      29.134
 67500          ,      31.791,      27.675,       1.440,      16.231,      30.303
 68000          ,      31.596,      25.698,       1.706,      12.739,      27.802
 68500          ,      32.839,      28.558,       0.898,      16.245,      31.735
 69000          ,      33.613,      27.091,       1.109,      14.731,      31.231
 69500          ,      31.540,      24.886,       1.937,      12.892,      27.708
 70000          ,      32.373,      27.366,       1.273,      15.021,      30.585
 70500          ,      32.558,      24.372,       2.051,      12.054,      26.967
 71000          ,      31.788,      26.794,       1.992,      14.835,      28.628
 71500          ,      32.156,      26.688,       1.884,      14.789,      29.091
 72000          ,      32.778,      24.740,       2.089,      12.332,      29.501
 72500          ,      32.891,      28.738,       1.253,      16.213,      31.621
 73000          ,      32.033,      25.358,       1.738,      14.597,      30.031
 73500          ,      32.709,      26.650,       0.940,      14.070,      30.603
 74000          ,      33.020,      27.264,       0.918,      13.944,      30.799
 74500          ,      33.476,      26.873,       1.537,      14.202,      30.664
 75000          ,      30.462,      26.044,       1.569,      14.580,      28.661
 75500          ,      31.766,      25.881,       1.329,      14.852,      27.879
 76000          ,      29.161,      27.404,       1.192,      16.592,      30.224
 76500          ,      33.390,      27.941,       1.812,      16.950,      31.748
 77000          ,      32.859,      27.887,       1.238,      15.838,      30.502
 77500          ,      32.371,      25.390,       1.709,      13.353,      28.599
 78000          ,      33.237,      27.322,       1.040,      14.159,      30.809
 78500          ,      30.184,      26.031,       1.710,      15.594,      27.788
 79000          ,      31.802,      28.440,       0.928,      16.496,      31.127
 79500          ,      33.394,      24.620,       2.464,      13.892,      29.608
