--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF1 

HP-6            1 D6h   Hexagon                                            
PPY-6           2 C5v   Pentagonal pyramid                                 
OC-6            3 Oh    Octahedron                                         
TPR-6           4 D3h   Trigonal prism                                     
JPPY-6          5 C5v   Johnson pentagonal pyramid J2                      

Structure [ML6 ]         HP-6        PPY-6         OC-6        TPR-6       JPPY-6
 0              ,      31.250,      26.585,       1.230,      14.743,      28.990
 1000           ,      32.243,      24.935,       2.134,      14.174,      29.143
 2000           ,      33.093,      26.292,       2.092,      14.249,      30.158
 3000           ,      32.786,      28.848,       1.294,      16.213,      31.580
 4000           ,      33.503,      27.108,       1.718,      15.124,      29.638
 5000           ,      33.484,      27.096,       1.252,      14.369,      31.280
 6000           ,      32.484,      26.760,       1.435,      15.195,      31.372
 7000           ,      32.952,      28.372,       1.239,      16.020,      31.894
 8000           ,      31.326,      25.495,       1.705,      13.504,      28.698
 9000           ,      31.783,      25.158,       2.623,      14.068,      29.041
 10000          ,      31.622,      27.453,       1.528,      16.811,      30.467
 11000          ,      33.000,      26.742,       1.319,      15.330,      29.489
 12000          ,      29.455,      22.918,       2.341,      12.245,      24.565
 13000          ,      31.850,      26.898,       1.237,      15.137,      29.579
 14000          ,      32.801,      28.338,       1.462,      15.115,      31.168
 15000          ,      32.985,      25.625,       1.442,      14.705,      29.137
 16000          ,      32.485,      27.622,       1.462,      15.197,      29.884
 17000          ,      30.295,      27.335,       1.460,      15.645,      30.488
 18000          ,      33.122,      27.206,       1.615,      15.680,      30.714
 19000          ,      32.456,      24.965,       2.036,      13.930,      29.372
 20000          ,      31.520,      26.825,       1.263,      14.053,      29.346
 21000          ,      30.027,      26.184,       1.913,      12.929,      28.152
 22000          ,      30.978,      25.356,       1.857,      14.065,      28.429
 23000          ,      32.479,      23.644,       1.723,      13.254,      26.265
 24000          ,      32.554,      26.610,       1.604,      14.497,      29.475
 25000          ,      30.318,      26.327,       1.560,      16.143,      29.344
 26000          ,      32.766,      27.493,       1.225,      15.796,      30.868
 27000          ,      31.998,      28.143,       0.820,      16.480,      30.761
 28000          ,      32.763,      27.917,       1.909,      16.216,      30.605
 29000          ,      31.428,      27.368,       1.167,      16.291,      30.128
 30000          ,      32.756,      27.691,       1.188,      15.746,      30.667
 31000          ,      31.550,      26.672,       1.823,      16.104,      30.610
 32000          ,      32.448,      27.707,       1.362,      15.082,      30.585
 33000          ,      32.728,      26.439,       1.797,      14.837,      29.066
 34000          ,      32.850,      25.033,       1.757,      15.048,      27.461
 35000          ,      33.833,      25.087,       1.816,      13.056,      29.460
 36000          ,      30.308,      27.637,       1.646,      15.498,      29.440
 37000          ,      30.741,      26.323,       1.922,      14.063,      28.202
 38000          ,      31.272,      27.957,       1.071,      16.384,      30.801
 39000          ,      32.279,      26.476,       1.510,      14.501,      29.849
 40000          ,      31.264,      26.070,       1.792,      15.257,      29.114
 41000          ,      32.053,      27.845,       1.220,      16.289,      30.994
 42000          ,      31.331,      26.775,       1.265,      16.063,      28.784
 43000          ,      32.429,      26.808,       2.523,      14.709,      29.730
 44000          ,      33.495,      29.033,       1.786,      16.848,      31.723
 45000          ,      33.249,      27.791,       1.473,      16.042,      31.560
 46000          ,      33.141,      28.484,       1.364,      16.215,      31.732
 47000          ,      33.555,      28.802,       1.645,      16.085,      31.367
 48000          ,      33.172,      26.574,       1.520,      15.422,      31.294
 49000          ,      32.990,      27.400,       2.639,      16.586,      29.692
 50000          ,      32.195,      26.841,       1.080,      15.110,      30.238
 51000          ,      32.613,      28.305,       0.996,      15.462,      31.493
 52000          ,      31.061,      25.549,       1.634,      14.852,      28.499
 53000          ,      32.003,      26.837,       1.431,      14.321,      30.238
 54000          ,      30.954,      27.895,       0.975,      15.859,      30.834
 55000          ,      32.998,      27.901,       1.436,      16.545,      30.451
 56000          ,      33.130,      26.889,       1.387,      15.254,      31.033
 57000          ,      31.074,      27.267,       1.648,      16.393,      29.734
 58000          ,      32.170,      24.754,       1.664,      14.389,      28.260
 59000          ,      31.142,      25.702,       1.442,      15.422,      28.682
 60000          ,      32.844,      26.095,       1.605,      14.245,      30.969
 61000          ,      32.954,      24.147,       2.473,      13.515,      28.635
 62000          ,      32.291,      25.835,       1.775,      13.523,      29.027
 63000          ,      31.498,      25.243,       1.653,      13.507,      28.353
 64000          ,      33.442,      25.901,       1.943,      14.564,      28.996
 65000          ,      31.009,      26.309,       1.586,      15.068,      30.855
 66000          ,      32.791,      27.497,       1.246,      15.721,      30.344
 67000          ,      32.749,      28.248,       1.406,      17.170,      30.592
 68000          ,      31.624,      24.679,       1.577,      12.769,      27.772
 69000          ,      33.058,      26.824,       1.501,      15.686,      31.428
 70000          ,      33.523,      27.373,       1.304,      14.548,      31.108
 71000          ,      33.667,      27.549,       1.831,      14.592,      31.011
 72000          ,      32.715,      26.213,       1.444,      14.798,      29.195
 73000          ,      30.841,      25.444,       3.032,      12.977,      28.542
 74000          ,      32.216,      28.767,       1.347,      16.612,      31.078
 75000          ,      33.553,      27.069,       1.032,      14.946,      30.837
 76000          ,      32.705,      24.911,       1.626,      14.157,      29.108
 77000          ,      32.694,      27.161,       1.357,      15.535,      30.006
