--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF1 

HP-6            1 D6h   Hexagon                                            
PPY-6           2 C5v   Pentagonal pyramid                                 
OC-6            3 Oh    Octahedron                                         
TPR-6           4 D3h   Trigonal prism                                     
JPPY-6          5 C5v   Johnson pentagonal pyramid J2                      

Structure [ML6 ]         HP-6        PPY-6         OC-6        TPR-6       JPPY-6
 0              ,      31.250,      26.585,       1.230,      14.743,      28.990
 1000           ,      32.710,      27.908,       2.050,      15.650,      30.773
 2000           ,      30.486,      24.429,       2.241,      12.877,      26.358
 3000           ,      31.339,      25.686,       3.096,      14.990,      27.371
 4000           ,      32.600,      26.909,       1.183,      15.572,      29.999
 5000           ,      33.100,      28.023,       1.992,      17.411,      30.067
 6000           ,      32.772,      27.836,       1.296,      16.613,      30.495
 7000           ,      32.767,      28.098,       0.841,      16.698,      31.529
 8000           ,      31.592,      26.611,       1.517,      14.901,      29.538
 9000           ,      30.998,      27.877,       1.432,      15.648,      30.916
 10000          ,      33.174,      27.682,       1.384,      16.149,      32.177
 11000          ,      31.116,      25.573,       1.440,      15.140,      27.950
 12000          ,      33.220,      26.848,       1.300,      14.645,      30.846
 13000          ,      32.832,      25.277,       1.241,      14.364,      28.659
 14000          ,      33.382,      27.164,       1.599,      16.926,      30.109
 15000          ,      32.466,      26.275,       1.407,      15.845,      28.659
 16000          ,      32.617,      26.637,       1.052,      15.501,      29.677
 17000          ,      32.773,      25.469,       1.880,      13.463,      29.810
 18000          ,      32.632,      26.517,       1.274,      15.183,      31.368
 19000          ,      30.859,      26.210,       1.816,      16.570,      28.583
 20000          ,      32.501,      27.796,       1.594,      16.997,      30.634
 21000          ,      31.727,      27.102,       1.584,      15.830,      30.027
 22000          ,      31.637,      27.133,       1.395,      16.578,      29.859
 23000          ,      33.932,      24.408,       1.873,      13.368,      29.098
 24000          ,      31.319,      25.984,       1.324,      15.460,      29.072
 25000          ,      32.372,      26.761,       1.488,      13.283,      29.145
 26000          ,      31.526,      26.153,       1.582,      16.254,      29.193
 27000          ,      32.622,      27.270,       1.329,      15.037,      29.562
 28000          ,      32.304,      27.530,       1.166,      16.306,      30.235
 29000          ,      31.285,      27.745,       1.012,      15.815,      30.409
 30000          ,      32.953,      25.880,       1.577,      14.577,      30.918
 31000          ,      33.328,      27.628,       1.744,      16.063,      30.637
 32000          ,      33.125,      28.023,       1.575,      16.225,      31.386
 33000          ,      32.588,      26.595,       1.258,      14.124,      29.745
 34000          ,      30.942,      23.756,       2.224,      11.999,      25.870
 35000          ,      32.319,      27.055,       1.150,      15.058,      30.888
 36000          ,      32.843,      28.389,       1.013,      16.130,      31.582
 37000          ,      30.827,      27.013,       1.853,      15.868,      29.941
 38000          ,      31.655,      27.694,       1.281,      15.454,      30.247
 39000          ,      32.166,      25.592,       2.262,      15.744,      28.085
 40000          ,      31.700,      27.356,       1.302,      15.545,      29.798
 41000          ,      30.394,      27.444,       1.507,      16.019,      30.528
 42000          ,      32.518,      23.906,       1.541,      12.536,      28.826
 43000          ,      32.211,      26.225,       1.671,      13.947,      29.400
 44000          ,      32.200,      28.200,       1.569,      16.816,      30.849
 45000          ,      31.316,      25.660,       1.429,      15.034,      27.865
 46000          ,      31.068,      26.410,       1.362,      15.291,      28.989
 47000          ,      31.190,      26.414,       1.906,      13.923,      30.134
 48000          ,      32.695,      27.613,       2.035,      15.080,      30.179
 49000          ,      33.607,      26.673,       1.272,      15.822,      29.838
 50000          ,      32.569,      28.041,       1.075,      16.637,      31.798
 51000          ,      30.949,      27.886,       1.861,      14.796,      29.824
 52000          ,      31.222,      27.105,       1.559,      15.382,      29.226
 53000          ,      31.550,      27.574,       1.423,      15.551,      31.690
 54000          ,      32.876,      27.577,       1.192,      14.960,      30.206
 55000          ,      32.753,      28.057,       1.248,      16.533,      31.873
 56000          ,      32.436,      27.924,       1.562,      16.854,      31.169
 57000          ,      31.055,      26.076,       1.414,      14.090,      28.444
 58000          ,      33.048,      28.651,       1.308,      15.498,      31.551
 59000          ,      31.954,      27.321,       0.897,      16.197,      31.089
 60000          ,      31.572,      28.204,       1.236,      16.249,      31.308
 61000          ,      32.278,      25.263,       1.486,      12.844,      27.873
 62000          ,      33.296,      27.849,       1.427,      15.562,      30.377
 63000          ,      32.467,      27.767,       1.200,      15.042,      31.224
 64000          ,      33.011,      27.524,       1.662,      16.722,      30.851
 65000          ,      33.579,      27.788,       1.721,      15.661,      30.088
 66000          ,      32.380,      27.350,       1.450,      15.576,      30.218
 67000          ,      32.333,      28.079,       1.221,      16.355,      31.036
 68000          ,      30.312,      27.764,       1.198,      15.892,      30.439
 69000          ,      32.947,      25.238,       2.052,      13.888,      29.454
 70000          ,      32.730,      28.146,       2.299,      16.799,      30.331
 71000          ,      33.006,      26.995,       1.476,      16.191,      31.162
 72000          ,      32.531,      28.995,       1.384,      16.548,      32.001
 73000          ,      31.897,      26.139,       1.607,      13.527,      29.185
 74000          ,      32.060,      27.200,       1.389,      14.491,      30.236
 75000          ,      30.410,      27.514,       1.029,      16.200,      30.682
 76000          ,      31.739,      28.335,       1.069,      16.879,      31.126
 77000          ,      32.591,      27.760,       1.820,      15.044,      31.297
 78000          ,      33.096,      28.407,       1.014,      16.675,      31.216
 79000          ,      31.455,      27.184,       1.082,      14.886,      30.378
 80000          ,      33.093,      28.716,       1.107,      16.757,      31.892
 81000          ,      32.183,      26.434,       1.981,      15.675,      29.463
 82000          ,      32.757,      28.669,       1.378,      16.456,      31.359
 83000          ,      32.129,      28.797,       1.007,      16.605,      30.994
 84000          ,      32.645,      23.755,       2.044,      13.377,      27.991
 85000          ,      32.104,      25.980,       1.440,      14.537,      29.025
 86000          ,      32.814,      28.355,       1.384,      15.686,      31.670
 87000          ,      32.580,      28.222,       1.443,      15.596,      31.059
 88000          ,      32.381,      26.961,       1.325,      14.701,      29.905
 89000          ,      31.551,      26.160,       1.787,      14.640,      29.136
 90000          ,      33.476,      27.420,       1.866,      16.006,      29.987
 91000          ,      32.845,      26.628,       1.500,      14.451,      30.433
 92000          ,      31.507,      26.617,       1.722,      13.574,      29.264
 93000          ,      33.810,      28.217,       1.683,      16.139,      32.084
 94000          ,      33.018,      27.240,       1.247,      15.561,      31.930
 95000          ,      32.454,      26.773,       1.632,      14.389,      29.928
 96000          ,      32.831,      26.873,       1.666,      16.291,      29.682
 97000          ,      31.762,      24.558,       1.813,      14.056,      27.438
 98000          ,      32.577,      28.908,       1.655,      16.912,      31.948
 99000          ,      32.289,      27.937,       1.601,      17.361,      30.879
 100000         ,      32.865,      26.366,       1.889,      15.181,      30.491
 101000         ,      33.203,      27.493,       1.580,      14.473,      30.353
 102000         ,      31.881,      26.212,       1.647,      13.872,      29.094
 103000         ,      31.919,      27.099,       1.484,      15.014,      30.423
 104000         ,      32.289,      27.441,       0.863,      14.870,      30.753
 105000         ,      32.512,      27.865,       1.185,      16.226,      30.669
 106000         ,      31.632,      26.695,       1.259,      15.444,      29.479
