--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF2 

HP-6            1 D6h   Hexagon                                            
PPY-6           2 C5v   Pentagonal pyramid                                 
OC-6            3 Oh    Octahedron                                         
TPR-6           4 D3h   Trigonal prism                                     
JPPY-6          5 C5v   Johnson pentagonal pyramid J2                      

Structure [ML6 ]         HP-6        PPY-6         OC-6        TPR-6       JPPY-6
 0              ,      31.976,      26.940,       2.353,      14.499,      29.932
 500            ,      32.272,      24.541,       2.183,      14.712,      29.490
 1000           ,      33.083,      27.742,       2.109,      15.623,      31.118
 1500           ,      32.778,      28.309,       2.010,      15.979,      30.887
 2000           ,      32.796,      26.645,       1.550,      15.060,      31.288
 2500           ,      32.722,      27.942,       1.521,      17.106,      32.307
 3000           ,      32.393,      27.537,       1.578,      15.905,      32.227
 3500           ,      33.510,      28.306,       1.636,      16.642,      32.021
 4000           ,      33.161,      25.873,       1.731,      14.535,      29.364
 4500           ,      33.681,      26.700,       1.746,      15.907,      31.208
 5000           ,      33.562,      26.559,       1.738,      13.992,      31.104
 5500           ,      31.666,      26.383,       2.097,      15.460,      30.935
 6000           ,      31.658,      26.741,       1.734,      14.771,      29.612
 6500           ,      32.829,      19.711,       3.871,      11.409,      23.970
 7000           ,      32.279,      28.988,       1.718,      16.809,      32.036
 7500           ,      32.256,      27.490,       2.131,      16.037,      31.213
 8000           ,      32.705,      27.969,       1.625,      15.563,      31.550
 8500           ,      31.205,      27.866,       1.591,      14.883,      30.091
 9000           ,      32.332,      25.839,       1.891,      13.914,      28.844
 9500           ,      32.074,      27.947,       1.402,      16.417,      30.773
 10000          ,      32.924,      28.873,       1.792,      17.072,      31.418
 10500          ,      31.706,      27.080,       1.670,      15.090,      30.134
 11000          ,      31.376,      27.444,       2.279,      17.071,      31.335
 11500          ,      33.036,      26.649,       1.488,      14.425,      29.803
 12000          ,      32.899,      26.746,       2.386,      14.997,      29.952
 12500          ,      30.595,      26.757,       1.898,      15.399,      29.060
 13000          ,      30.362,      27.043,       2.158,      15.574,      29.140
 13500          ,      30.780,      27.795,       2.070,      16.391,      30.782
 14000          ,      32.579,      26.393,       2.298,      13.657,      29.350
 14500          ,      30.956,      26.961,       1.971,      15.971,      29.172
 15000          ,      30.634,      25.871,       2.374,      15.118,      27.880
 15500          ,      30.376,      26.410,       2.674,      13.859,      28.083
 16000          ,      33.106,      28.349,       1.787,      16.364,      31.908
 16500          ,      32.158,      28.855,       1.478,      16.092,      31.769
 17000          ,      32.994,      27.714,       1.579,      16.374,      31.758
 17500          ,      30.005,      26.264,       2.084,      14.978,      29.061
 18000          ,      29.542,      27.633,       1.683,      16.596,      29.811
 18500          ,      30.407,      27.823,       1.646,      16.562,      29.803
 19000          ,      29.856,      27.200,       2.261,      16.373,      29.124
 19500          ,      31.587,      28.412,       1.577,      16.175,      30.787
 20000          ,      32.532,      28.314,       1.780,      16.765,      32.181
 20500          ,      32.261,      28.174,       1.678,      17.097,      31.579
 21000          ,      32.364,      26.556,       1.774,      16.353,      31.363
 21500          ,      30.885,      27.489,       1.433,      14.709,      30.936
