--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF1 

SP-4            1 D4h   Square                                             
T-4             2 Td    Tetrahedron                                        
SS-4            3 C2v   Seesaw                                             
vTBPY-4         4 C3v   Vacant trigonal bipyramid                          

Structure [ML4 ]         SP-4          T-4         SS-4      vTBPY-4
 0              ,      29.453,       0.277,       7.724,       3.380
 1000           ,      18.392,       6.816,       0.612,       6.333
 2000           ,      17.565,       8.675,       0.447,       7.200
 3000           ,      19.617,       4.197,       1.750,       4.970
 4000           ,      21.162,       6.530,       0.647,       5.839
 5000           ,      20.001,       7.104,       0.421,       5.867
 6000           ,      21.585,       6.322,       0.808,       5.677
 7000           ,      22.030,       6.524,       0.892,       5.768
 8000           ,      22.603,       6.011,       0.765,       5.209
 9000           ,      33.221,       0.247,       8.829,       2.958
 10000          ,      30.883,       0.563,       8.369,       2.081
 11000          ,      32.153,       0.489,       8.008,       1.786
 12000          ,      27.738,       0.776,       7.794,       2.812
 13000          ,      31.906,       0.240,       8.560,       2.756
 14000          ,      27.356,       1.116,       6.803,       2.532
 15000          ,      32.084,       0.478,       7.692,       2.450
 16000          ,      32.679,       0.177,       8.532,       2.749
 17000          ,      24.696,       1.387,       6.776,       3.692
 18000          ,      28.149,       0.888,       7.416,       2.313
 19000          ,      29.534,       0.463,       7.696,       3.253
 20000          ,      30.658,       0.464,       7.555,       2.977
 21000          ,      31.380,       0.283,       8.966,       2.736
 22000          ,      30.025,       0.348,       6.827,       2.691
 23000          ,      27.978,       0.408,       7.418,       3.298
 24000          ,      33.010,       0.396,       8.214,       2.719
 25000          ,      30.742,       0.792,       6.369,       2.374
 26000          ,      28.062,       0.966,       7.394,       4.069
 27000          ,      28.773,       0.514,       8.105,       2.915
 28000          ,      32.076,       0.273,       8.649,       2.141
 29000          ,      32.985,       0.453,       8.501,       3.046
 30000          ,      28.525,       0.695,       7.995,       2.493
 31000          ,      28.611,       0.634,       7.024,       3.166
 32000          ,      32.801,       0.071,       9.086,       3.318
 33000          ,      32.066,       0.318,       8.088,       2.134
 34000          ,      31.366,       0.384,       8.037,       2.427
 35000          ,      32.011,       0.194,       8.960,       2.866
 36000          ,      30.675,       0.318,       8.613,       3.223
 37000          ,      32.783,       0.368,       8.279,       1.918
 38000          ,      31.989,       0.234,       8.533,       2.451
 39000          ,      32.069,       0.478,       8.268,       2.230
 40000          ,      30.453,       0.651,       8.361,       2.381
 41000          ,      27.044,       0.817,       6.780,       2.859
 42000          ,      30.532,       0.642,       8.337,       2.635
 43000          ,      31.797,       0.863,       7.166,       1.553
 44000          ,      32.389,       0.276,       8.591,       2.484
 45000          ,      26.050,       0.912,       6.708,       3.518
 46000          ,      31.040,       0.253,       8.380,       2.549
 47000          ,      27.382,       1.357,       6.217,       1.980
 48000          ,      28.980,       0.627,       7.480,       2.322
 49000          ,      33.130,       0.434,       8.639,       2.081
 50000          ,      31.917,       0.167,       8.756,       3.017
 51000          ,      28.658,       0.842,       7.783,       3.871
 52000          ,      28.599,       0.686,       7.761,       2.687
 53000          ,      32.016,       0.140,       8.170,       3.009
 54000          ,      29.011,       0.692,       7.058,       2.932
 55000          ,      29.003,       1.027,       6.982,       1.644
 56000          ,      30.709,       0.525,       6.608,       2.615
 57000          ,      30.241,       0.489,       7.812,       2.031
 58000          ,      32.184,       0.303,       8.624,       2.117
 59000          ,      31.208,       0.373,       8.806,       2.574
 60000          ,      32.007,       0.416,       7.966,       2.198
 61000          ,      32.164,       0.593,       7.148,       2.413
 62000          ,      32.788,       0.289,       8.636,       3.118
 63000          ,      29.114,       0.395,       8.064,       3.082
 64000          ,      30.242,       0.352,       7.294,       3.002
 65000          ,      27.271,       0.924,       7.723,       3.186
