--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF1 

SP-4            1 D4h   Square                                             
T-4             2 Td    Tetrahedron                                        
SS-4            3 C2v   Seesaw                                             
vTBPY-4         4 C3v   Vacant trigonal bipyramid                          

Structure [ML4 ]         SP-4          T-4         SS-4      vTBPY-4
 0              ,      29.793,       0.552,       8.427,       2.844
 1000           ,      29.740,       0.700,       6.189,       2.269
 2000           ,      32.095,       0.391,       7.647,       1.884
 3000           ,      31.514,       0.242,       8.494,       2.834
 4000           ,      29.706,       0.957,       5.631,       2.371
 5000           ,      33.312,       0.502,       7.730,       2.448
 6000           ,      30.559,       0.702,       7.385,       2.525
 7000           ,      31.718,       0.087,       8.887,       3.404
 8000           ,      31.758,       0.667,       8.388,       1.766
 9000           ,      30.974,       0.346,       8.484,       2.398
 10000          ,      27.505,       0.899,       6.302,       2.881
 11000          ,      26.684,       0.968,       5.795,       2.708
 12000          ,      30.967,       0.612,       7.198,       2.054
 13000          ,      25.103,       1.320,       5.995,       3.383
 14000          ,      31.825,       0.683,       7.674,       2.114
 15000          ,      30.945,       0.351,       8.667,       2.886
 16000          ,      30.169,       0.487,       7.797,       3.340
 17000          ,      33.053,       0.820,       7.178,       1.377
 18000          ,      29.262,       0.734,       6.373,       2.932
 19000          ,      28.419,       0.940,       6.406,       3.325
 20000          ,      28.353,       1.288,       7.302,       1.906
 21000          ,      32.216,       0.445,       8.409,       1.958
 22000          ,      26.546,       0.783,       6.532,       3.758
 23000          ,      30.512,       0.543,       8.563,       2.320
 24000          ,      31.133,       0.324,       8.308,       2.748
 25000          ,      30.713,       0.630,       7.734,       1.690
 26000          ,      29.449,       1.672,       6.602,       0.883
 27000          ,      28.079,       0.709,       7.179,       3.196
 28000          ,      32.974,       0.164,       8.948,       2.696
 29000          ,      26.985,       0.798,       6.490,       3.004
 30000          ,      29.206,       1.079,       7.177,       2.849
 31000          ,      29.866,       0.834,       5.851,       2.121
 32000          ,      31.459,       0.617,       7.729,       1.679
 33000          ,      32.654,       0.798,       8.001,       1.542
 34000          ,      29.874,       0.847,       6.844,       2.331
 35000          ,      31.025,       0.244,       8.561,       3.083
 36000          ,      31.034,       0.148,       8.619,       2.948
 37000          ,      30.916,       1.050,       7.818,       1.277
 38000          ,      31.818,       0.269,       8.383,       3.007
 39000          ,      29.942,       0.635,       8.087,       2.189
 40000          ,      29.926,       0.777,       5.882,       2.770
 41000          ,      32.533,       0.323,       7.975,       2.228
 42000          ,      30.040,       0.459,       8.426,       3.324
 43000          ,      32.289,       0.090,       9.340,       3.026
