--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF1 

HP-6            1 D6h   Hexagon                                            
PPY-6           2 C5v   Pentagonal pyramid                                 
OC-6            3 Oh    Octahedron                                         
TPR-6           4 D3h   Trigonal prism                                     
JPPY-6          5 C5v   Johnson pentagonal pyramid J2                      

Structure [ML6 ]         HP-6        PPY-6         OC-6        TPR-6       JPPY-6
 0              ,      30.788,      26.172,       1.627,      15.434,      28.497
 1000           ,      33.583,      26.921,       1.312,      14.903,      30.813
 2000           ,      32.978,      25.761,       1.667,      13.987,      28.306
 3000           ,      32.121,      26.461,       1.236,      12.914,      29.134
 4000           ,      32.974,      28.029,       1.216,      15.728,      30.680
 5000           ,      31.861,      28.436,       1.328,      15.857,      31.226
 6000           ,      33.019,      28.399,       1.551,      16.761,      31.821
 7000           ,      31.857,      28.379,       1.106,      15.794,      30.969
 8000           ,      33.341,      29.180,       1.703,      17.107,      32.331
 9000           ,      33.562,      25.588,       1.749,      14.242,      28.657
 10000          ,      32.060,      28.176,       1.512,      15.956,      30.118
 11000          ,      32.887,      24.900,       1.791,      13.102,      29.578
 12000          ,      30.939,      27.162,       1.570,      15.323,      30.777
 13000          ,      33.760,      25.873,       1.932,      14.018,      30.208
 14000          ,      32.073,      27.170,       1.371,      15.232,      30.140
 15000          ,      32.519,      27.992,       1.235,      15.686,      30.609
 16000          ,      32.303,      27.610,       1.548,      17.049,      30.702
 17000          ,      32.420,      25.375,       1.562,      12.334,      28.830
 18000          ,      32.774,      27.553,       1.164,      16.189,      31.462
 19000          ,      31.303,      27.675,       1.389,      15.643,      29.999
 20000          ,      32.295,      28.640,       1.294,      16.539,      31.225
 21000          ,      32.143,      24.966,       1.448,      13.014,      28.053
 22000          ,      32.706,      25.755,       1.545,      14.086,      28.977
 23000          ,      33.087,      24.741,       1.669,      13.114,      29.454
 24000          ,      32.568,      27.355,       1.447,      16.073,      30.399
 25000          ,      33.389,      27.129,       1.123,      15.292,      30.450
 26000          ,      30.825,      26.698,       1.602,      15.126,      30.868
 27000          ,      31.716,      25.233,       1.265,      13.586,      28.485
 28000          ,      32.691,      27.237,       1.643,      15.936,      31.636
 29000          ,      32.759,      26.663,       1.788,      15.391,      30.154
 30000          ,      30.914,      26.336,       1.282,      14.257,      29.967
 31000          ,      30.197,      26.803,       1.179,      15.345,      30.036
 32000          ,      31.833,      27.261,       1.470,      15.740,      30.399
 33000          ,      33.314,      26.317,       1.702,      14.441,      29.723
