--------------------------------------------------------------------------------
S H A P E   v2.1         Continuous Shape Measures calculation
(c) 2013  Electronic Structure Group, Universitat de Barcelona
                   Contact:  llunell@ub.edu                   
--------------------------------------------------------------------------------

coordination ZF1 

HP-6            1 D6h   Hexagon                                            
PPY-6           2 C5v   Pentagonal pyramid                                 
OC-6            3 Oh    Octahedron                                         
TPR-6           4 D3h   Trigonal prism                                     
JPPY-6          5 C5v   Johnson pentagonal pyramid J2                      

Structure [ML6 ]         HP-6        PPY-6         OC-6        TPR-6       JPPY-6
 0              ,      31.250,      26.585,       1.230,      14.743,      28.990
 1000           ,      31.274,      27.119,       1.136,      14.682,      29.620
 2000           ,      32.480,      27.627,       1.119,      14.884,      31.137
 3000           ,      31.527,      28.432,       0.888,      16.188,      31.284
 4000           ,      33.300,      28.509,       1.159,      17.019,      32.726
 5000           ,      29.905,      27.248,       1.464,      15.566,      29.148
 6000           ,      31.536,      25.941,       1.125,      15.342,      29.019
 7000           ,      32.395,      27.911,       1.818,      16.560,      31.602
 8000           ,      30.796,      25.199,       1.818,      15.552,      27.289
 9000           ,      31.430,      26.998,       1.250,      15.087,      29.089
 10000          ,      31.020,      24.354,       1.467,      13.186,      28.788
 11000          ,      32.352,      27.101,       1.715,      14.929,      29.162
 12000          ,      31.150,      24.993,       2.392,      14.098,      27.998
 13000          ,      33.446,      28.067,       1.197,      17.033,      31.233
 14000          ,      31.292,      27.733,       1.611,      15.850,      30.239
 15000          ,      29.615,      25.843,       1.729,      12.467,      28.526
 16000          ,      32.723,      27.227,       1.635,      16.473,      30.258
 17000          ,      31.597,      25.819,       1.358,      14.364,      27.991
 18000          ,      32.721,      27.155,       1.448,      15.908,      29.397
 19000          ,      29.344,      27.609,       1.935,      15.426,      28.980
 20000          ,      32.638,      25.255,       1.515,      15.288,      28.605
 21000          ,      31.829,      25.936,       2.025,      13.801,      29.004
 22000          ,      30.377,      24.417,       1.582,      15.368,      26.591
 23000          ,      31.956,      28.166,       1.244,      16.951,      31.205
 24000          ,      31.233,      25.797,       2.116,      14.017,      27.374
 25000          ,      32.290,      28.684,       0.976,      16.568,      31.010
 26000          ,      32.799,      26.138,       1.761,      13.285,      29.015
 27000          ,      30.855,      27.260,       1.386,      16.135,      30.445
 28000          ,      30.294,      27.789,       1.395,      15.448,      29.646
 29000          ,      32.391,      26.754,       1.563,      14.801,      29.405
 30000          ,      32.805,      23.510,       2.768,      11.952,      27.801
 31000          ,      33.213,      26.767,       1.741,      15.482,      30.456
 32000          ,      31.873,      27.849,       1.455,      16.081,      29.728
 33000          ,      32.169,      27.629,       1.621,      16.057,      30.081
 34000          ,      33.247,      26.875,       1.920,      15.066,      29.841
 35000          ,      33.263,      25.788,       1.796,      14.839,      29.414
 36000          ,      31.970,      26.864,       1.413,      14.384,      29.617
 37000          ,      32.439,      28.103,       1.343,      15.360,      30.210
 38000          ,      32.566,      22.173,       2.057,      11.412,      26.737
 39000          ,      32.648,      28.293,       1.959,      17.646,      31.004
 40000          ,      32.175,      25.607,       1.504,      14.683,      28.608
 41000          ,      32.369,      27.947,       1.524,      17.247,      31.314
 42000          ,      32.719,      26.691,       1.241,      15.875,      29.681
 43000          ,      32.011,      24.609,       1.924,      14.711,      29.002
 44000          ,      33.749,      26.619,       1.536,      14.530,      30.498
 45000          ,      31.863,      26.277,       1.198,      15.578,      28.619
 46000          ,      31.562,      26.692,       1.589,      14.663,      30.901
 47000          ,      32.304,      27.665,       1.235,      14.909,      30.279
 48000          ,      31.915,      26.518,       1.425,      13.929,      29.204
 49000          ,      32.172,      27.435,       1.357,      14.949,      30.384
